,elapsed,accuracy,targ_std,targ_mean,train_loss,valid_loss,model,leak,sub,maxv
235,40.605535,0.84579998254776,1.0,0.5,0.36849253765741985,0.4227747615814209,get_model_conv,0.1,-0.1,5.0
236,39.66828,0.8531000018119812,1.0,0.5,0.37024370525677996,0.4111679533958435,get_model_conv,0.1,-0.1,
237,40.639554,0.8537999987602234,1.0,0.5,0.35397988351186116,0.41156915798187255,get_model_conv,0.1,0.1,3.0
238,40.849788,0.8572999835014343,1.0,0.5,0.36781065133412677,0.40159575638771056,get_model_conv,0.1,0.1,5.0
239,39.433183,0.8521999716758728,1.0,0.5,0.3646810755093892,0.4094856252670288,get_model_conv,0.1,0.1,
240,40.746518,0.853600025177002,1.0,0.5,0.36761409525871275,0.40247196292877196,get_model_conv,0.1,0.2,3.0
241,40.692256,0.8564000129699707,1.0,0.5,0.36040038811365765,0.40254314742088315,get_model_conv,0.1,0.2,5.0
242,39.414604,0.8510000109672546,1.0,0.5,0.3439294046084086,0.40882856624126435,get_model_conv,0.1,0.2,
243,40.64453,0.8468999862670898,1.0,0.5,0.38025319398244223,0.41116858077049256,get_model_conv,0.1,,3.0
244,40.207664,0.8587999939918518,1.0,0.5,0.3499875913778941,0.3860653266191483,get_model_conv,0.1,,5.0
245,39.283788,0.848800003528595,1.0,0.5,0.35669356417655945,0.4045684340238571,get_model_conv,0.1,,
246,40.442413,0.8553000092506409,1.0,0.5,0.38429882272084553,0.41651812524795534,get_model_conv,0.4,-0.1,3.0
247,40.556484,0.8521000146865845,1.0,0.5,0.3913052265803019,0.41466281847953795,get_model_conv,0.4,-0.1,5.0
248,39.419503,0.8607000112533569,1.0,0.5,0.37685235370000203,0.39961055102348325,get_model_conv,0.4,-0.1,
249,40.576774,0.8535000085830688,1.0,0.5,0.37820379972457885,0.4073545564174652,get_model_conv,0.4,0.1,3.0
250,40.584844,0.8374999761581421,1.0,0.5,0.3891617033958435,0.4403894059181213,get_model_conv,0.4,0.1,5.0
251,39.6156,0.8518000245094299,1.0,0.5,0.39689847542444867,0.4200833023071289,get_model_conv,0.4,0.1,
252,40.586532,0.8532999753952026,1.0,0.5,0.38440664072036745,0.413470250082016,get_model_conv,0.4,0.2,3.0
253,40.511189,0.8503999710083008,1.0,0.5,0.3872388165473938,0.41714991693496706,get_model_conv,0.4,0.2,5.0
254,39.522582,0.8507999777793884,1.0,0.5,0.3946412583986918,0.42651741032600404,get_model_conv,0.4,0.2,
255,40.318683,0.8604000210762024,1.0,0.5,0.3682060401439667,0.3943316717147827,get_model_conv,0.4,,3.0
256,40.328662,0.8561000227928162,1.0,0.5,0.3762706895192464,0.4071271714687347,get_model_conv,0.4,,5.0
257,39.351576,0.8550000190734863,1.0,0.5,0.3815165984471639,0.41188662629127504,get_model_conv,0.4,,
258,39.295282,0.849399983882904,1.0,0.5,0.35834115443229675,0.4264156467676163,get_model_conv,,,
259,34.726199,0.10000000149011612,1.0,0.5,,,get_model_fc,-0.1,-0.1,3.0
260,34.685222,0.10000000149011612,1.0,0.5,,,get_model_fc,-0.1,-0.1,5.0
261,34.427121,0.10000000149011612,1.0,0.5,4645.857909114583,4523.91596640625,get_model_fc,-0.1,-0.1,
262,34.700153,0.10000000149011612,1.0,0.5,,,get_model_fc,-0.1,0.1,3.0
263,34.724537,0.10000000149011612,1.0,0.5,,,get_model_fc,-0.1,0.1,5.0
264,34.441062,0.8478999733924866,1.0,0.5,0.3712124039332072,0.4271411985874176,get_model_fc,-0.1,0.1,
265,34.760492,0.10000000149011612,1.0,0.5,,,get_model_fc,-0.1,0.2,3.0
266,34.764662,0.8589000105857849,1.0,0.5,0.3410858836332957,0.3914305483341217,get_model_fc,-0.1,0.2,5.0
267,34.447282,0.8525999784469604,1.0,0.5,0.34088802267710366,0.4094236236333847,get_model_fc,-0.1,0.2,
268,34.60431,0.10000000149011612,1.0,0.5,,,get_model_fc,-0.1,,3.0
269,34.668007,0.10000000149011612,1.0,0.5,,,get_model_fc,-0.1,,5.0
270,34.261351,0.10000000149011612,1.0,0.5,990.1581818359375,900.3913423828125,get_model_fc,-0.1,,
271,34.762052,0.8507999777793884,1.0,0.5,0.36940156453450523,0.41780180130004885,get_model_fc,0.1,-0.1,3.0
272,34.72737,0.857699990272522,1.0,0.5,0.338676750087738,0.39438588280677794,get_model_fc,0.1,-0.1,5.0
273,34.373986,0.852400004863739,1.0,0.5,0.3448711313088735,0.40465683681964876,get_model_fc,0.1,-0.1,
274,34.756608,0.854200005531311,1.0,0.5,0.3491175548553467,0.4109420956134796,get_model_fc,0.1,0.1,3.0
275,34.705503,0.8633000254631042,1.0,0.5,0.3447009789466858,0.3811915718793869,get_model_fc,0.1,0.1,5.0
276,34.369419,0.8562999963760376,1.0,0.5,0.34111530605951945,0.4053530430555344,get_model_fc,0.1,0.1,
277,34.721199,0.8554999828338623,1.0,0.5,0.34911348660786945,0.3957115110397339,get_model_fc,0.1,0.2,3.0
278,34.704072,0.853600025177002,1.0,0.5,0.34410920139948525,0.3927609225034714,get_model_fc,0.1,0.2,5.0
279,34.408955,0.8428000211715698,1.0,0.5,0.34461011584599816,0.4282503618717194,get_model_fc,0.1,0.2,
280,34.661325,0.8522999882698059,1.0,0.5,0.36256843407948813,0.4063397441148758,get_model_fc,0.1,,3.0
281,34.684781,0.8562999963760376,1.0,0.5,0.3416178900718689,0.39405040102005007,get_model_fc,0.1,,5.0
282,34.298032,0.8596000075340271,1.0,0.5,0.34427607504526775,0.3943388513088226,get_model_fc,0.1,,
283,34.718673,0.836899995803833,1.0,0.5,0.3648713563601176,0.44936108751297,get_model_fc,0.4,-0.1,3.0
284,34.77974,0.8460000157356262,1.0,0.5,0.36989260301589966,0.4200666296005249,get_model_fc,0.4,-0.1,5.0
285,34.483354,0.8547999858856201,1.0,0.5,0.37828152879079185,0.4065855015039444,get_model_fc,0.4,-0.1,
286,34.742334,0.8536999821662903,1.0,0.5,0.36517876507441205,0.40082675595283507,get_model_fc,0.4,0.1,3.0
287,34.734116,0.8553000092506409,1.0,0.5,0.3610471987724304,0.4061623172044754,get_model_fc,0.4,0.1,5.0
288,34.389538,0.8440999984741211,1.0,0.5,0.37409530804951985,0.4260001735687256,get_model_fc,0.4,0.1,
289,34.724302,0.8367000222206116,1.0,0.5,0.3600488801320394,0.44953273861408233,get_model_fc,0.4,0.2,3.0
290,34.681167,0.8482999801635742,1.0,0.5,0.36478716141382855,0.42114009737968444,get_model_fc,0.4,0.2,5.0
291,34.382576,0.8528000116348267,1.0,0.5,0.3814500241597493,0.414661274266243,get_model_fc,0.4,0.2,
292,34.594412,0.8536999821662903,1.0,0.5,0.36264558709462485,0.40687842271327973,get_model_fc,0.4,,3.0
293,34.655579,0.8560000061988831,1.0,0.5,0.364611133146286,0.40941934208869935,get_model_fc,0.4,,5.0
294,34.319022,0.843500018119812,1.0,0.5,0.3756272349357605,0.435387173128128,get_model_fc,0.4,,
295,34.337649,0.864300012588501,1.0,0.5,0.3450491684595744,0.3796411107540131,get_model_fc,,,
