,elapsed,accuracy,targ_std,targ_mean,train_loss,valid_loss,model,leak,sub,maxv
0,41.072496,0.8471999764442444,0.5,0.0,0.39811732908884684,0.4243108306884766,get_model_conv,-0.1,-0.1,3.0
1,39.376465,0.8429999947547913,0.5,0.0,0.41528310089111325,0.42492350058555606,get_model_conv,-0.1,-0.1,
2,40.907896,0.8579999804496765,0.5,0.0,0.36614965918858844,0.39315022106170655,get_model_conv,-0.1,0.1,3.0
3,39.502902,0.8589000105857849,0.5,0.0,0.3358972567240397,0.3852212704181671,get_model_conv,-0.1,0.1,
4,40.701639,0.8529000282287598,0.5,0.0,0.3783159079869588,0.403387549495697,get_model_conv,-0.1,,3.0
5,39.439899,0.8434000015258789,0.5,0.0,0.3836193584124247,0.41862305908203123,get_model_conv,-0.1,,
6,40.948834,0.8341000080108643,0.5,0.0,0.3801472208658854,0.43639259605407715,get_model_conv,0.1,-0.1,3.0
7,39.600261,0.8565000295639038,0.5,0.0,0.38272958068847657,0.3995510588645935,get_model_conv,0.1,-0.1,
8,40.5644,0.8575999736785889,0.5,0.0,0.36131724071502686,0.398432149887085,get_model_conv,0.1,0.1,3.0
9,39.652437,0.8539999723434448,0.5,0.0,0.36489423529307047,0.3957881226539612,get_model_conv,0.1,0.1,
10,40.407129,0.8568999767303467,0.5,0.0,0.3656276951789856,0.3903462691307068,get_model_conv,0.1,,3.0
11,39.451208,0.8604999780654907,0.5,0.0,0.3680638745466868,0.3872555817604065,get_model_conv,0.1,,
12,39.455432,0.8474000096321106,0.5,0.0,0.373576051346461,0.429624230670929,get_model_conv,,,
13,34.891405,0.8539000153541565,0.5,0.0,0.36281068868637084,0.41524332733154296,get_model_fc,-0.1,-0.1,3.0
14,34.512093,0.8497999906539917,0.5,0.0,0.3465224239985148,0.4094747787475586,get_model_fc,-0.1,-0.1,
15,34.856718,0.8557000160217285,0.5,0.0,0.3592393379688263,0.4199653138637543,get_model_fc,-0.1,0.1,3.0
16,34.538885,0.8440999984741211,0.5,0.0,0.34998978810310366,0.43055158009529115,get_model_fc,-0.1,0.1,
17,34.721974,0.8514999747276306,0.5,0.0,0.35448326183954876,0.40804949922561645,get_model_fc,-0.1,,3.0
